創世記
第一章
 	神創造天地萬物
18	猶大說：“你要我給你甚麼信物呢？”塔瑪說：“你的印章和繫印繩子，還有你手裡的杖。”猶大就給了她，和她交合，她就從猶大懷了孕。
19	塔瑪起來走了，之後脫去面紗，再穿上寡婦的衣服。
20	猶大託朋友，就是那個亞杜蘭人，把一隻小山羊送去，要從那個女人手中取回信物，那個朋友卻找不到她。
21	那個朋友問她那地方的人說：“伊納音路旁的那個廟妓在哪裡呢？”他們說：“這裡沒有廟妓。”
22	那人回去見猶大，說：“我找不到她，並且那地方的人都說：‘這裡沒有廟妓啊。’”
23	猶大說：“那些東西任她拿去吧，免得我們成為笑柄。我的確已經把這小山羊送去了，只不過你找不到她。”
 	塔瑪生孿生子
24	大約過了三個月，有人告訴猶大說：“你的兒媳婦塔瑪做過妓女，並且因為做妓女懷了孕！”猶大說：“拉她出來，燒死她！”
25	塔瑪被拉出來的時候，派人去見她的公公，說：“這些東西是誰的，我就是從誰懷了孕。”她又說：“請你辨認一下，這印章和繫印繩子，以及手杖是誰的？”
26	猶大認出那些東西，就說：“她有理，是我不對，因為我沒有把她許配給我的兒子示拉。”從此猶大就不再和她親近了。
27	她要生產的時候到了，腹中是雙胞胎！
28	她生產的時候，其中一個伸出一隻手來。接生婆拿了一根朱紅線，繫在他的手上，說：“這一個是先出生的。”
29	他把手收回去的時候，他的哥哥就出來了！接生婆說：“你真是突圍而出的啊！”因此，他的名字叫法勒斯。
30	接著，手上有朱紅線的弟弟也出來了，他的名字叫謝拉。
第三十九章
 	約瑟在波提乏的家
1	約瑟被帶下埃及。有一個埃及人，是法老的官員，護衛長波提乏，從那些帶約瑟下來的以實瑪利人手裡買下他。
2	耶和華與約瑟同在，約瑟就成為一個成功的人；他住在埃及主人的家裡。
3	主人見耶和華與他同在，凡他經手辦理的事，耶和華都使他成功，
4	約瑟就在主人眼前蒙恩，服侍主人。主人指派他管理他的家，把自己擁有的一切交在他手裡。
5	自從主人指派約瑟管理他的家和他擁有的一切，耶和華就因約瑟的緣故，賜福給這個埃及人的家。他在家裡和田間擁有的一切，都蒙耶和華賜福。
6	波提乏把自己擁有的一切都交託在約瑟手裡，除了自己吃的食物以外，其他的事他一概不管。約瑟身材樣貌都好看。
 	約瑟被女主人引誘、陷害
7	這些事以後，主人的妻子看上了約瑟，說：“和我睡吧！”
8	他不肯，對主人的妻子說：“你看，家裡的事有我管理，我主人從不過問，他把他擁有的一切都交在我手裡。
9	在這家裡沒有比我大的。除你以外，我主人沒有留下一樣不交給我，因為你是他的妻子。我怎可以做這極大的惡事，犯罪干犯神呢？”
10	雖然她天天對約瑟說話，約瑟卻不聽從她，不肯睡在她身邊，不要和她在一起。
11	有一天，約瑟到屋裡辦事，家裡的人沒有一個在屋裡。
12	婦人抓住他的衣服，說：“和我睡吧！”他就由得那件衣服留下在婦人手裡，逃出外面去。
13	婦人見約瑟留下衣服在她手裡，逃到外面去，
14	就把家裡的人都叫來，對他們說：“你們看，我丈夫帶了一個希伯來人到我們這裡來戲弄我們！這人來找我要和我睡，我就大聲呼叫。
15	他一聽見我高聲呼叫，就撇下衣服在我身邊，逃到外面去。”
16	婦人把約瑟的衣服放在她身邊，等他的主人回家。
17	她用同樣的話對他說：“你帶到我們這裡的那個希伯來奴隸來找我，要調戲我！
18	我高聲呼叫，他就撇下衣服在我身邊，逃到外面去了。”
 	約瑟被囚獄中
19	約瑟的主人聽見妻子告訴他的話，說“你的奴隸對我做了這樣的事”，就怒火中燒。
20	於是，約瑟的主人拿住他，把他關進監獄，就是王的囚犯被囚的地方；他就在那裡坐牢。
21	但是，耶和華與約瑟同在，對他施以忠誠之愛，使他在監獄長眼前蒙恩。
22	因此，監獄長把獄中全部囚犯都交在約瑟手裡；在那裡要辦理的一切事務，都由約瑟負責辦理。
23	凡交在約瑟手裡的事務，監獄長一概不察看，因為耶和華與約瑟同在，無論他辦理甚麼，耶和華都使他成功。
第四十章
 	約瑟為侍酒長和烘餅長解夢
1	這些事以後，埃及王的侍酒師和烘餅師從他們的主人埃及王那裡獲罪。
2	法老對侍酒長和烘餅長這兩個官員發怒，
3	把他們關在護衛長府內的牢房裡，就是約瑟被囚禁的地方。
4	護衛長指派約瑟和他們在一起，約瑟就服侍他們。他們在牢房裡過了好些日子。
5	埃及王的侍酒師和烘餅師被關在監獄裡，他們二人在同一夜裡各做了一個夢，二人的夢各有不同的意思。
6	到了早晨，約瑟到他們那裡，見他們神色不安，
7	就問法老的這兩個官員，就是和他一起關在他主人府內牢房裡的，說：“今天你們的面色為甚麼這樣難看呢？”
8	他們對他說：“我們做了夢，卻沒有解夢的人。”約瑟對他們說：“解夢不是出於神嗎？請你們把夢告訴我吧。”
9	侍酒長就把自己的夢告訴約瑟，對他說：“在我的夢裡，我夢見自己面前有一棵葡萄樹。
10	葡萄樹上有三根枝子；樹一長出蓓蕾就開花，結出了一串串的熟葡萄。
11	法老的杯在我手裡，我拿葡萄榨汁在法老的杯中，把杯遞在法老手掌裡。”
12	約瑟對他說：“這個夢的解釋是這樣：三根枝子就是三天。
13	三天之內，法老會把你的頭抬起，恢復你原來的職位；你會把杯遞在法老的手裡，好像先前做他的侍酒師時一樣。
14	不過，你的景況好起來的時候，請你記得我曾經和你在一起，請你以忠誠待我，在法老面前提起我，救我出這牢房。
15	我是從希伯來人之地被強拐來的，而且在這裡我沒有做過任何事該被人送進這個地牢裡。”
16	烘餅長見他解釋得好，就對約瑟說：“我也做了夢！在我的夢裡，我夢見自己頭上有三籃白餅。
17	最上面的籃子裡有為法老烘焙出來的各種食品，飛鳥一直吃我頭上籃子裡的東西。”
18	約瑟回答說：“這個夢的解釋是這樣：三個籃子就是三天。
19	三天之內，法老會把你的頭抬起離開你，把你掛在木頭上，將會有飛鳥來吃你身上的肉。”
20	到了第三天，就是法老的生日，他為所有臣僕擺設宴席，在臣僕當中把侍酒長的頭和烘餅長的頭抬起，
21	他恢復侍酒長原來的侍酒師職位，叫他可以把杯遞在法老手掌裡；
22	至於烘餅長，法老把他掛了起來，正如約瑟給他們的解釋一樣。
23	但是，侍酒長沒有記得約瑟，把他遺忘了。
第四十一章
 	法老連做兩個夢
1	過了整整兩年，法老做夢，夢見自己站在尼羅河邊；
2	又夢見尼羅河裡有七頭母牛走上來，又好看又肥壯，在沼澤裡吃草；
3	還夢見另外七頭母牛隨後從尼羅河裡上來，又難看又瘦弱，站在尼羅河岸上其他母牛旁邊。
4	這些難看瘦弱的母牛，吃了那七頭好看肥壯的母牛，法老就醒了。
5	他又睡著了，做了第二個夢，夢見一枝莖稈上長出七個穗子，又粗壯又好；
6	又夢見七個穗子隨後長出，既乾瘦又被東風吹焦了。
7	這些乾瘦的穗子吞了那七個粗壯飽滿的穗子，法老就醒了，原來是個夢。
8	到了早晨，法老心裡煩亂，就派人召來埃及所有的法術師和智士；法老把自己的夢告訴他們，但是沒有人能為法老解夢。
 	侍酒長推薦約瑟
9	這時，侍酒長告訴法老說：“我今天要提起我的過錯。
10	以前法老對臣僕發怒，把我關在護衛長府內的牢房裡——我和烘餅長都關在裡面。
11	我和他在同一夜裡都做了夢，二人做的夢各有不同的意思。
12	在那裡有一個希伯來年輕人和我們在一起，他是護衛長的奴隸，我們把夢告訴了他，他就解釋我們的夢，照著每個人的夢分別解釋。
13	結果，事情都照著他給我們的解釋實現了：我恢復了原來的職位，另外那人則被掛起來。”
14	於是，法老派人去傳喚約瑟。他們就急忙把約瑟從地牢裡帶出來。他就剃頭刮臉，更衣，進去見法老。
15	法老對約瑟說：“我做了一個夢，卻沒有解夢的人。我聽人說，你聽了夢就能解釋。”
16	約瑟回答法老，說：“不是我，是神會回答關於法老福祉的事。”
17	法老告訴約瑟：“在我的夢裡，我夢見自己站在尼羅河岸邊；
18	又夢見尼羅河裡有七頭母牛走上來，又肥壯又漂亮，在沼澤裡吃草；
19	還夢見另外七頭母牛隨後上來，又瘦削又非常醜陋，很消瘦，在埃及全地我沒有見過這樣醜陋的牛。
20	這些消瘦醜陋的母牛，吃了先前那七頭肥壯的母牛。
21	牠們進了瘦牛裡面以後，看不出牠們進了瘦牛裡面，瘦牛的樣子和起初一樣醜陋。我就醒了。
22	我又在夢裡觀看，夢見一枝莖稈上長出七個穗子，又飽滿又好；
23	又夢見七個枯乾的穗子隨後長出，既乾瘦又被東風吹焦了。
24	這些乾瘦的穗子吞了那七個好的穗子。我對眾法術師講了，但是沒有人能夠解說。”
 	約瑟為法老解夢
25	約瑟對法老說：“法老的夢其實是同一個。神即將要做的事，他已經向法老說明了。
26	七頭好母牛是七年，七個好穗子也是七年；是同一個夢。
27	隨後上來的七頭又消瘦又醜陋的母牛是七年，那七個被東風吹焦的空穗子也是七年，都是七個荒年。
28	我剛才對法老說，神即將要做的事，他已經指示法老了，就是這個意思。
29	要知道，埃及全地必有七年大豐收，
30	隨後又必有七個荒年，以致埃及地所有的豐收都被人忘記，這饑荒足以消滅這個國家。
31	豐收之後的饑荒非常嚴重，以致使人不覺得這片土地曾經有過豐收。
32	至於法老做這夢重覆兩次，是因為這件事神已經決定了，並且神很快就要行動。
33	現在，請法老找一個有聰明智慧的人，派他管治埃及地。
34	請法老行動，在國內指派專員，在豐收的七年裡徵收埃及地收成的五分之一。
35	然後叫他們把將要來的這七個豐年的糧食收集起來，積蓄穀物歸在法老手下，放在各個城鎮裡，保存糧食。
36	這些糧食要保管起來給國家，應付將來埃及地的七個荒年，免得國家因饑荒而被消滅。”
 	約瑟在埃及居高位
37	法老和他所有臣僕都認為這樣很好。
38	於是法老對臣僕說：“難道我們能找到別人像這個人嗎？神的靈在他裡面！”
39	法老對約瑟說：“既然神使你知道這一切，就再沒有人像你這樣有聰明智慧了。
40	你要管治我的王室，我所有人民都要聽從你的話；我坐在王位上，只有我比你大。”
41	法老又對約瑟說：“你看，我任命你管治埃及全地。”
42	於是，法老脫下自己手上的印章戒指，戴在約瑟的手上；給他穿上細麻布衣服，把金項鏈戴在他的脖子上；
43	又叫約瑟坐他的副車，在約瑟前面有人喊：“跪下！”這樣，法老任命他管治埃及全地。
44	法老對約瑟說：“我是法老，但是在埃及全地，如果沒有你的許可，沒有人可以擅自行事。”
45	法老給約瑟起名叫撒納帕奈，又把安城祭司波提非拉的女兒亞西娜給約瑟為妻。約瑟高升了，管治埃及地。
46	約瑟開始服侍埃及王法老的時候，年三十歲。約瑟由法老那裡出來，走遍埃及全地。
47	在七個豐年裡，地裡的出產非常多。
48	約瑟把埃及地那七年裡的一切糧食都收集起來，把糧食存放在各個城鎮裡；每座城鎮周圍田地所出的糧食，他都存放在那座城鎮裡。
49	約瑟積蓄了非常多的穀物，多如海沙，甚至他不再記下數量，因為實在多不勝數。
50	在荒年還沒有來到以前，約瑟生了兩個兒子，是安城祭司波提非拉的女兒亞西娜給他生的。
51	約瑟給長子起名叫瑪拿西，意思是：“神使我忘記我所有的艱苦和我整個父家。”
52	他給次子起名叫以法蓮，意思是：“神使我在我受苦之地繁衍。”
 	豐年與荒年
53	埃及地的七年豐收結束，
54	七個荒年就開始了，正像約瑟說的一樣。各地都發生饑荒，但是在埃及全地仍然有糧食。
55	當埃及全地都挨餓，人民就向法老呼救，要糧食。法老對所有的埃及人說：“你們去找約瑟吧，他吩咐你們甚麼，你們就做甚麼。”
56	當時饑荒遍及整片土地，約瑟就開了境內所有的糧倉，賣糧給埃及人；埃及地的饑荒很嚴重。
57	全地的人都到埃及去，向約瑟買糧，因為全地的饑荒都很嚴重。
第四十二章
 	雅各差遣兒子們去埃及買糧
1	雅各見埃及有糧食出售，就對兒子們說：“你們為甚麼彼此對望呢？”
2	他又說：“聽著，我聽說埃及有糧食出售。你們下到那裡去吧，從那裡給我們買糧食，使我們可以活下去，不至於死。”
3	於是，約瑟的十個哥哥就下去，往埃及買穀物。
4	至於約瑟的弟弟便雅憫，雅各並沒有打發他和哥哥們同去，因為雅各想：“恐怕他會出事。”
5	以色列的兒子們就去買糧；他們在那些來買糧的人當中，因為迦南地鬧饑荒。
6	那時候約瑟是管治那地的宰相，賣糧給那地眾民的就是他。約瑟的哥哥們來了，就臉伏於地，向他下拜。
7	約瑟看見哥哥們，就認得他們。可是，他對他們裝作陌生人，嚴厲地和他們說話；約瑟對他們說：“你們是哪裡來的？”他們說：“我們是從迦南地來買糧食的。”
8	約瑟認得哥哥們，他們卻不認得他。
9	約瑟想起從前所做關於他們的兩個夢，就對他們說：“你們是探子，你們來是要看本國有哪裡可以乘虛而入！”
10	他們對他說：“我主啊，不是這樣，你的僕人們是來買糧食的。
11	我們全都是一個人的兒子，我們是誠實的人；你的僕人們並不是探子。”
12	約瑟對他們說：“不！你們來要看的是本國有哪裡可以乘虛而入！”
13	他們說：“你的僕人們本是兄弟十二人，我們都是迦南地一個人的兒子。真的，最小那個現在和父親一起，還有一個不在了。”
14	約瑟對他們說：“我剛才對你們說你們是探子。
15	你們現在要通過查驗：我指著法老的性命起誓，你們絕不能離開這裡——除非你們最小的弟弟到這裡來！
16	你們派其中一個人回去，帶弟弟來，你們其餘的人要被拘留。這樣就可以試驗你們的話，看看你們是不是誠實的。如果不是，我指著法老的性命起誓，你們就是探子。”
17	於是他把他們收監，關了三天。
18	到了第三天，約瑟對他們說：“我是敬畏神的；你們要照以下的話這樣做，就能存活：
19	如果你們是誠實的人，就讓你們兄弟之中一個人被拘留在監房，你們其餘的人要帶著糧食回去，給你們飢餓的家人。
20	然後把你們最小的弟弟帶到我這裡來，這樣就證明你們的話可信，你們也就不必死了。”於是他們開始照樣做。
21	兄弟們彼此說：“真的，我們因為弟弟的事而承受罪果了！他向我們求情的時候，我們看見他身心受苦，卻不肯聽，所以我們現在要受這苦了。”
22	呂便回答他們，說：“我不是對你們說過‘不要犯罪害那孩子’嗎？可是你們不聽！現在，神在追討殺害他的血債了！”
23	他們不知道約瑟聽得明白，因為他們之間談話是經過傳譯員的。
24	約瑟轉身離開他們去哭；然後回到他們那裡向他們講話，從他們中間拉出西緬，在他們眼前把他綁了。
 	雅各的兒子們返回迦南
25	約瑟吩咐人把穀物裝滿他們的袋，把他們的銀子放回各人的布袋裡，並且給他們路上吃的食物。僕人就這樣給他們辦了。
26	約瑟的哥哥們把穀物馱在驢上，就離開那裡。
27	到了住宿的地方，其中一個人打開布袋要拿飼料餵驢，赫然看見自己的銀子還在袋口！
28	於是，他對兄弟們說：“我的銀子還了給我！你們看，竟然還在我的布袋裡！”他們就茫然失措，顫抖著對彼此說：“神對我們這樣做，是怎麼回事呢？”
29	他們回到迦南地父親雅各那裡，把遭遇的一切都告訴他，說：
30	“那個國家的主人對我們說話時很嚴厲，把我們當作窺探那個國家的探子。
31	我們對他說：‘我們是誠實的人，並不是探子。
32	我們本是兄弟十二人，都是一位父親的兒子；有一個不在了，最小那個現在和父親一起，在迦南地。’
33	那個國家的主人對我們說：‘我要用一個辦法來知道你們是不是誠實的人：你們兄弟之中一個人要留在我這裡；你們飢餓的家人所需要的糧食，你們其餘的人帶回去；
34	然後，帶你們最小的弟弟到我這裡來，我就知道你們不是探子，而是誠實的人了。這樣，你們的兄弟我就會交還給你們，而這個國家你們也可以自由來往。’”
35	他們倒布袋的時候，赫然發現各人的錢包仍然在各人的布袋裡！他們和父親看見錢包，就都害怕起來。
36	父親雅各對他們說：“你們使我喪失了兒子！約瑟沒有了，西緬沒有了，便雅憫你們也要帶走！這一切都衝著我來了！”
37	呂便對父親說：“如果我不帶他回來給你，你可以殺死我的兩個兒子；只管把他交給我吧，我會親自把他還給你！”
38	雅各說：“我的兒子不可和你們一同下去，因為他的哥哥死了，只剩下他一個；如果他在你們走的路上出事，你們就使我這個白髮老人悲悲慘慘地下陰間去了！”
第四十三章
 	雅各再派兒子們去買糧
1	那地的饑荒很嚴重。
2	他們從埃及帶回來的糧食，都吃完了。父親就對他們說：“你們再去替我們買點糧食吧。”
3	猶大對他說：“那人嚴厲警告我們說：‘如果你們的弟弟不和你們一起來，你們就不能見我的面！’
4	如果你確實願意讓弟弟跟我們一起去，我們就下去替你買糧食。
5	如果你不肯讓他去，我們就不下去，因為那人對我們說：‘如果你們的弟弟不和你們一起來，你們就不能見我的面！’”
6	以色列說：“你們為甚麼這樣害我，告訴那人你們還有個弟弟呢？”
7	他們說：“那人詳細盤問有關我們和我們親族的事，說：‘你們的父親還活著嗎？你們還有兄弟嗎？’我們就按著他問的話回答他。我們怎麼可能知道他會說‘你們要把你們的弟弟帶下來’呢？”
8	猶大對父親以色列說：“請你讓年輕人和我同去吧，這樣我們就立刻起程，好讓我們，還有你，還有我們的小孩子，都可以活下去，不至於死。
9	我以自己做他的抵押，你可以要我為他負全部責任。如果我不把他帶回來給你，交在你面前，我就在你面前終生背罪！
10	要不是我們遲遲不去，現在第二趟也回來了！”
11	他們的父親以色列對他們說：“既然必須如此，你們就這樣做吧：你們把本地最好的出產放在袋裡，帶下去給那人作禮物，就是一點香脂、一點蜜、香料、香樹膠、果仁、杏仁。
12	你們手裡要多帶一倍銀子，因為你們要把那些放回在你們袋口的銀子帶回去，那可能是弄錯了。
13	你們帶著你們的弟弟，起程再到那人那裡去吧。
14	願全能的神使你們在那人面前蒙憐憫，釋放你們另外那個兄弟和便雅憫。至於我，如果要喪子，就喪子吧。”
15	於是，這些人就帶著那些禮物，手裡拿著多一倍的銀子，並且帶著便雅憫，起程下到埃及去，站在約瑟面前。
 	約瑟為兄弟們擺設宴席
16	約瑟見便雅憫和他們同來，就對管家說：“把這些人帶到我家，要宰殺牲畜，預備宴席，因為這些人的午餐要和我一起吃。”
17	管家就照著約瑟所吩咐的去做，把這些人帶到約瑟家裡。
18	這些人因為被帶到約瑟家裡，就害怕起來，說：“我們被帶到這裡來，是為了從前放回在我們袋裡的銀子，現在他們想要攻擊我們，制伏我們，強迫我們作奴隸，又要奪去我們的驢。”
19	於是，他們走近約瑟的管家，在房子門口向他說話。
20	他們說：“我主，請體諒我！我們從前已經來過買糧食。
21	可是當我們回到住宿的地方，打開布袋的時候，竟然發現各人的銀子仍然在各人的袋口裡，我們的銀子分文不少；現在我們把銀子拿回來了，
22	又另外帶銀子下來買糧食。我們不知道是誰把我們的銀子放在我們的布袋裡。”
23	管家說：“你們安心好了，不要害怕，是你們的神、你們父親的神把財寶賜給你們，放在你們的布袋裡。你們的銀子我已經收到了。”接著，他把西緬帶出來交給他們。
24	管家把這些人帶到約瑟的家裡，給他們水洗腳，又給他們飼料餵驢。
25	於是，他們預備好那些禮物，等候約瑟中午到來，因為他們聽說他們要在那裡用膳。
26	約瑟回到家裡，他們就把手中的禮物帶進房子送給他，又伏地向他下拜。
27	約瑟向他們問好，然後又說：“你們的父親，就是你們所說的那位老人家好嗎？他還健在嗎？”
28	他們說：“我們的父親你僕人安好，他還健在。”他們又俯伏下拜。
29	約瑟舉目觀看，看見自己同母的弟弟便雅憫，就說：“這就是你們向我提過的那個最小的弟弟嗎？”又說：“我兒，願神施恩給你！”
30	約瑟愛弟弟之情激動起來，就急忙起身，他快要哭了。於是他進入內室，在那裡哭了一場。
31	然後他洗臉，出來，抑制住感情，吩咐人說：“上菜吧。”
32	僕人就給他單獨擺了一席，另外給他們單獨擺了一席，又另外給那些和約瑟一起吃的埃及人單獨擺了一席——這是因為埃及人不能和希伯來人一起用膳；埃及人看這為可憎之事。
33	約瑟安排他們按長幼次序坐；這些人彼此對望，驚奇不已。
34	約瑟叫人把自己面前的食物拿一些給他們，而便雅憫分得的食物，比別人多五倍。他們都喝酒，和約瑟一起暢飲。
第四十四章
 	銀杯藏在便雅憫的布袋裡
1	約瑟吩咐管家說：“把糧食裝滿這些人的布袋，他們能帶多少就給他們裝多少，並且把各人的銀子放在他們的袋口。
2	把我的杯子——那個銀杯，放在最年輕那人的袋口，連同他買糧食的銀子一起放進去。”管家就照著約瑟吩咐的話去做。
3	早晨天一亮，那些人和他們的驢就都被送走。
4	他們出了城，走了不遠，約瑟就對管家說：“起來，追趕那些人，追上了就對他們說：‘你們為甚麼以惡報善呢？
5	這個豈不是我主人用來喝酒，又真能用來占卜的杯嗎？你們這樣做是作惡！’”
6	管家追上了他們，就對他們說這些話。
7	他們對他說：“我主為甚麼說這樣的話呢？你僕人們絕對不會做這樣的事！
8	你看，我們從前在袋口發現的銀子，尚且從迦南地帶來還給你，我們又怎會從你主人的家裡偷竊金銀呢？
9	在你僕人當中，在誰那裡搜出來，誰就要死，我們也會做我主的奴隸。”
10	他說：“那現在就照你們的話做吧，在誰那裡搜出來，誰就要做我的奴隸，其餘的人都沒有罪。”
11	於是，他們急忙把自己的布袋卸在地上，各人打開自己的布袋。
12	管家就搜查，從最大的開始，直到最小的。結果那個杯在便雅憫的袋子裡搜出來了。
13	他們就撕裂自己的衣服。各人又把擔子馱在驢上，轉身回城。
14	猶大和兄弟們來到約瑟家裡，那時約瑟還在那裡；他們就在他面前俯伏在地。
15	約瑟對他們說：“你們怎麼會做出這樣的事？你們豈不知道像我這樣的人真能占卜嗎？”
16	猶大說：“我們對我主可以說甚麼呢？我們還有甚麼可說？怎能證明自己清白？神已經查出你僕人們的罪了。現在，我們是我主的奴隸了——我們和從他那裡搜出杯來的那個都是我主的奴隸。”
17	約瑟說：“我絕不能這樣做！在誰那裡搜出杯來，誰就要做我的奴隸；至於你們，平平安安地上你們父親那裡去吧！”
 	猶大願意代替便雅憫
18	猶大走近約瑟，說：“我主，請體諒我！求你容許僕人說一句話給我主聽，請不要向僕人動怒，因為你就像法老一樣。
19	我主曾經問僕人們說：‘你們還有父親或其他兄弟沒有？’
20	我們對我主說：‘我們還有年老的父親和最小的弟弟，是他年老時所生的孩子。他的哥哥死了，他母親只剩下他一個孩子，他父親愛他。’
21	你就對僕人們說：‘帶他下來到我這裡，我要親眼看看他。’
22	我們對我主說：‘那個年輕人是不能離開他父親的，如果離開，他父親就會死！’
23	你對僕人們說：‘如果你們最小的弟弟不和你們一起下來，你們就不能再次見我的面。’
24	我們上到我的父親你僕人那裡的時候，把我主的話告訴了他。
25	後來我們的父親說：‘你們再去替我們買點糧食吧。’
26	我們就說：‘我們不能下去。如果有我們最小的弟弟和我們一起去，我們就下去；因為小弟弟不和我們一起，我們就不能見那人的面。’
27	我的父親你僕人對我們說：‘你們自己知道，我妻子給我生的兒子只有兩個。
28	一個已經離開我，我想他肯定真是被野獸撕裂了；直到現在，我都沒有見過他。
29	你們連這一個也要從我身邊帶走，如果他出了事，你們就使我這個白髮老人痛苦地下陰間去了。’
30	我父親和他性命相連，現在要是我回到我的父親你僕人那裡，而年輕人不和我們在一起，
31	他一見沒有這個年輕人，他就會死了；這樣，你僕人們就使我們的父親你僕人，這個白髮老人，悲悲慘慘地下陰間去了。
32	你僕人曾經向父親以自己作年輕人的抵押，說：‘如果我不把他帶回來給你，我就在父親面前終生背罪！’
33	所以現在求你容許僕人留下，代替這個年輕人做我主的奴隸，讓年輕人和他哥哥們一起回去。
34	因為如果年輕人不和我一起，我怎能回去見我的父親呢？我不要看見父親遭難啊！”
第四十五章
 	約瑟向兄弟們表明身份
1	約瑟再也不能在所有侍立左右的人面前抑制感情，就大聲說：“所有人都離開我出去！”這樣，約瑟向兄弟們表白身份的時候，沒有別人在場。
2	於是他放聲大哭，埃及人聽到了；法老一家就聽到這件事。
3	約瑟對兄弟們說：“我就是約瑟！我父親還健在嗎？”兄弟們答不出話來，他們都因為約瑟而震驚。
4	約瑟對兄弟們說：“請你們上前來我這裡。”他們就上前來。他說：“我就是約瑟，被你們賣到埃及的兄弟啊！
5	現在你們不要因為把我賣到這裡來而悲痛，對自己憤怒。要知道，是神差派我在你們以先到這裡來，為要保全大家的生命。
6	現在這地的饑荒已經有兩年了，還會再有五年不能耕種，沒有收成。
7	神差派我在你們以先到這裡來，是要使你們在這地上有生還的人，使你們可以存活，許多人得以死裡逃生。
8	這樣看來，差派我到這裡來的，不是你們，而是神。他立我做法老之父，做他全家之主，又做埃及全地的統治者。
9	“你們要趕快上我父親那裡，對他說：‘你的兒子約瑟這樣說：神立我做整個埃及的主；請你下來到我這裡，不要耽延。
10	你要住在歌珊地區，和我相近；你、你的兒女、孫兒女、羊群、牛群——你擁有的一切，都要來住。
11	因為還有五年饑荒，我會在那裡供養你，免得你和你一家，以及所有屬於你的人都變得窮困。’
12	現在，你們和我弟弟便雅憫都親眼看見，是我親口對你們說話。
13	你們也要把我在埃及的一切尊榮，和你們所看見的一切，都告訴我的父親，也要趕快接我的父親下來這裡。”
14	然後，約瑟伏在弟弟便雅憫的脖子上，哭起來了；便雅憫也伏在約瑟的脖子上哭。
15	他親吻所有兄弟，擁抱著他們哭。隨後，他的兄弟們就跟他說話。
 	法老吩咐約瑟迎接父親
16	消息傳到法老的家裡，說：“約瑟的兄弟們來了。”法老和他的臣僕都很高興。
17	法老對約瑟說：“你要對你的兄弟們說：‘你們要這樣做：載好你們的牲口，起程到迦南地去，
18	接你們的父親和家人到我這裡來；我要把埃及地美好的東西賜給你們，你們可以吃這地最好的出產。’
19	我再吩咐你對你的兄弟們說：‘你們要這樣做：從埃及地帶些車輛回去，用來接你們的小孩子和妻子，並且接你們的父親來。
20	不要顧戀你們的家當，因為埃及全地美好的東西都是你們的。’”
21	以色列的兒子們就照樣做了。約瑟照著法老的吩咐，給他們一些車輛，又給了路上吃的食物；
22	又給他們每人一套衣服，但是給便雅憫三百塊銀子和五套衣服。
23	送去給他父親的是：公驢十頭，載著埃及美好的東西，以及母驢十頭，載著穀物、餅和給他父親在路上吃的糧食。
24	於是，約瑟打發他的兄弟們回去。他們走的時候，約瑟對他們說：“你們在路上不要爭吵。”
 	兄弟們回家迎接父親
25	他們離開埃及，上到迦南地他們父親雅各那裡去，
26	告訴他說：“約瑟還活著！而且做了埃及全地的統治者！”雅各驚呆了，不相信他們。
27	他們就把約瑟對他們說的一切話都告訴他。他們的父親雅各看見了約瑟派來接他的車輛，心靈才甦醒過來。
28	以色列說：“夠了！我的兒子約瑟還活著！我還沒有死以前，要去看他。”
第四十六章
 	雅各下埃及
1	以色列帶著屬於他的一切起程，到了別示巴，就向他父親以撒的神宰獻祭牲。
2	神在夜間的異象裡對以色列說話——他說：“雅各，雅各！”雅各說：“我在這裡聽候。”
3	神說：“我是神，就是你父親的神；你不要害怕下埃及去，因為我必使你在那裡成為大國。
4	我要親自與你一起下到埃及，也必定親自把你領上來。約瑟要親手合上你的眼睛。”
5	雅各就從別示巴起程。法老派了一些車輛來接雅各，以色列的兒子們就讓父親雅各、他們的小孩子和妻子坐上。
6	他們帶著牲畜和在迦南地積蓄的財物往埃及去，雅各和他所有子孫都一起去。
7	雅各把兒子、孫子、女兒、孫女，以及他所有的後裔，都一起帶往埃及。
 	雅各的子孫
8	往埃及的以色列人，就是雅各和他的子孫，他們的名字如下：雅各的長子是呂便。
9	呂便的兒子是哈諾、法路、希斯倫、迦米。
10	西緬的兒子是耶默利、雅憫、阿轄、雅斤、瑣轄、迦南女子所生的掃羅。
11	利未的兒子是革順、哥轄、米拉利。
12	猶大的兒子是珥、俄南、示拉、法勒斯、謝拉，但是珥和俄南都在迦南地死了。法勒斯的兒子是希斯崙和哈慕勒。
13	以薩迦的兒子是陀拉、普瓦、雅述、伸崙。
14	西布倫的兒子是西烈、以倫、雅利。
15	這些是莉亞在巴旦亞蘭給雅各生的兒子，還有女兒蒂娜。這些男女子孫一共三十三人。
16	迦得的兒子是施風、哈基、書尼、以斯本、以利、亞羅底、亞列利。
17	亞設的兒子是音拿、亦施瓦、亦施韋、比利亞，還有他們的姐妹瑟拉。比利亞的兒子是希別和馬基。
18	這些是慈帕給雅各生的子孫，一共十六人；慈帕是拉班給女兒莉亞的婢女。
19	雅各之妻拉潔的兒子是約瑟和便雅憫。
20	約瑟在埃及地生了兒子，就是安城祭司波提非拉的女兒亞西娜給他生的瑪拿西和以法蓮。
